2.02E+13,wrongtime,x,y,team,time
Tanner McEvoy,2036.021,97.23,21.73,home,49
Kenneth Durden,2036.021,73.39,49.9,away,49
Jonnu Smith,2036.021,100.21,23.09,away,49
Jayon Brown,2036.021,89.93,17.67,away,49
Chase Allen,2036.021,92.39,25.39,home,49
Matt Haack,2036.021,101.74,23.15,home,49
Torry McTyer,2036.021,73.04,50.99,home,49
Jerome Baker,2036.021,94.86,27.48,home,49
Durham Smythe,2036.021,91.92,20.97,home,49
Dane Cruikshank,2036.021,93.29,12.14,away,49
football,2036.021,85.03,24.68,football,49
Rishard Matthews,2036.022,37.4,22.41,away,50
Brandon Bolden,2036.022,93.71,10.72,home,50
Logan Ryan,2036.022,74.4,1.79,away,50
Daren Bates,2036.022,91.78,24.13,away,50
Brynden Trawick,2036.022,93.66,24.93,away,50
Walt Aikens,2036.022,74.33,0.56,home,50
David Fluellen,2036.022,94.25,28.3,away,50
Senorise Perry,2036.022,88.54,24.59,home,50
Stephone Anthony,2036.022,90.16,17.95,home,50
A.J. Derby,2036.022,93.78,24.05,home,50
LeShaun Sims,2036.022,88.27,25.46,away,50
Aaron Wallace,2036.022,89.26,20.35,away,50
Tanner McEvoy,2036.022,96.91,21.85,home,50
Kenneth Durden,2036.022,72.51,49.86,away,50
Jonnu Smith,2036.022,100.09,23.1,away,50
Jayon Brown,2036.022,89.47,17.49,away,50
Chase Allen,2036.022,92.06,25.74,home,50
Matt Haack,2036.022,101.67,23.12,home,50
Torry McTyer,2036.022,72.15,50.93,home,50
Jerome Baker,2036.022,94.43,27.45,home,50
Durham Smythe,2036.022,91.39,20.93,home,50
Dane Cruikshank,2036.022,92.87,11.53,away,50
football,2036.022,82.74,24.84,football,50
Rishard Matthews,2036.023,37.31,22.63,away,51
Brandon Bolden,2036.023,93.21,10.11,home,51
Logan Ryan,2036.023,73.5,1.77,away,51
Daren Bates,2036.023,91.46,24.28,away,51
Brynden Trawick,2036.023,93.41,24.94,away,51
Walt Aikens,2036.023,73.44,0.57,home,51
David Fluellen,2036.023,93.93,28.34,away,51
Senorise Perry,2036.023,87.85,24.25,home,51
Stephone Anthony,2036.023,89.63,17.94,home,51
A.J. Derby,2036.023,93.46,23.99,home,51
LeShaun Sims,2036.023,87.66,25.14,away,51
Aaron Wallace,2036.023,88.6,20.34,away,51
Tanner McEvoy,2036.023,96.55,21.97,home,51
Kenneth Durden,2036.023,71.63,49.79,away,51
Jonnu Smith,2036.023,99.9,23.13,away,51
Jayon Brown,2036.023,88.98,17.34,away,51
Chase Allen,2036.023,91.71,26.12,home,51
Matt Haack,2036.023,101.59,23.08,home,51
Torry McTyer,2036.023,71.27,50.83,home,51
Jerome Baker,2036.023,93.96,27.39,home,51
Durham Smythe,2036.023,90.84,20.92,home,51
Dane Cruikshank,2036.023,92.41,10.93,away,51
football,2036.023,80.15,24.98,football,51
Rishard Matthews,2036.024,37.23,22.87,away,52
Brandon Bolden,2036.024,92.67,9.51,home,52
Logan Ryan,2036.024,72.6,1.76,away,52
Daren Bates,2036.024,91.1,24.44,away,52
Brynden Trawick,2036.024,93.14,24.94,away,52
Walt Aikens,2036.024,72.55,0.61,home,52
David Fluellen,2036.024,93.58,28.35,away,52
Senorise Perry,2036.024,87.16,23.9,home,52
Stephone Anthony,2036.024,89.09,17.94,home,52
A.J. Derby,2036.024,93.1,23.95,home,52
LeShaun Sims,2036.024,87.02,24.84,away,52
Aaron Wallace,2036.024,87.92,20.34,away,52
Tanner McEvoy,2036.024,96.15,22.08,home,52
Kenneth Durden,2036.024,70.74,49.7,away,52
Jonnu Smith,2036.024,99.65,23.18,away,52
Jayon Brown,2036.024,88.48,17.21,away,52
Chase Allen,2036.024,91.32,26.49,home,52
Matt Haack,2036.024,101.5,23.06,home,52
Torry McTyer,2036.024,70.38,50.7,home,52
Jerome Baker,2036.024,93.45,27.31,home,52
Durham Smythe,2036.024,90.27,20.92,home,52
Dane Cruikshank,2036.024,91.92,10.33,away,52
football,2036.024,77.62,25.1,football,52
Rishard Matthews,2036.025,37.15,23.15,away,53
Brandon Bolden,2036.025,92.09,8.91,home,53
Logan Ryan,2036.025,71.68,1.77,away,53
Daren Bates,2036.025,90.7,24.6,away,53
Brynden Trawick,2036.025,92.83,24.93,away,53
Walt Aikens,2036.025,71.68,0.68,home,53
David Fluellen,2036.025,93.19,28.35,away,53
Senorise Perry,2036.025,86.47,23.55,home,53
Stephone Anthony,2036.025,88.53,17.95,home,53
A.J. Derby,2036.025,92.68,23.92,home,53
LeShaun Sims,2036.025,86.36,24.55,away,53
Aaron Wallace,2036.025,87.22,20.36,away,53
Tanner McEvoy,2036.025,95.71,22.17,home,53
Kenneth Durden,2036.025,69.85,49.59,away,53
Jonnu Smith,2036.025,99.34,23.25,away,53
Jayon Brown,2036.025,87.97,17.12,away,53
Chase Allen,2036.025,90.89,26.85,home,53
Matt Haack,2036.025,101.39,23.04,home,53
Torry McTyer,2036.025,69.48,50.55,home,53
Jerome Baker,2036.025,92.9,27.2,home,53
Durham Smythe,2036.025,89.68,20.94,home,53
Dane Cruikshank,2036.025,91.4,9.74,away,53
football,2036.025,75.06,25.22,football,53
Rishard Matthews,2036.026,37.09,23.45,away,54
Brandon Bolden,2036.026,91.49,8.34,home,54
Logan Ryan,2036.026,70.77,1.79,away,54
Daren Bates,2036.026,90.27,24.75,away,54
Brynden Trawick,2036.026,92.49,24.89,away,54
Walt Aikens,2036.026,70.83,0.78,home,54
David Fluellen,2036.026,92.77,28.32,away,54
Senorise Perry,2036.026,85.76,23.21,home,54
Stephone Anthony,2036.026,87.96,17.98,home,54
A.J. Derby,2036.026,92.22,23.92,home,54
LeShaun Sims,2036.026,85.67,24.27,away,54
Aaron Wallace,2036.026,86.5,20.37,away,54
Tanner McEvoy,2036.026,95.24,22.24,home,54
Kenneth Durden,2036.026,68.96,49.46,away,54
Jonnu Smith,2036.026,98.97,23.33,away,54
Jayon Brown,2036.026,87.42,17.04,away,54
Chase Allen,2036.026,90.42,27.19,home,54
Matt Haack,2036.026,101.27,23.02,home,54
Torry McTyer,2036.026,68.59,50.38,home,54
Jerome Baker,2036.026,92.31,27.09,home,54
Durham Smythe,2036.026,89.07,20.99,home,54
Dane Cruikshank,2036.026,90.85,9.15,away,54
football,2036.026,72.66,25.32,football,54
Rishard Matthews,2036.027,37.05,23.76,away,55
Brandon Bolden,2036.027,90.87,7.79,home,55
Logan Ryan,2036.027,69.85,1.84,away,55
Daren Bates,2036.027,89.8,24.91,away,55
Brynden Trawick,2036.027,92.1,24.82,away,55
Walt Aikens,2036.027,70,0.91,home,55
David Fluellen,2036.027,92.31,28.28,away,55
Senorise Perry,2036.027,85.05,22.88,home,55
Stephone Anthony,2036.027,87.36,18.02,home,55
A.J. Derby,2036.027,91.72,23.93,home,55
LeShaun Sims,2036.027,84.96,24.02,away,55
Aaron Wallace,2036.027,85.77,20.4,away,55
Tanner McEvoy,2036.027,94.73,22.29,home,55
Kenneth Durden,2036.027,68.07,49.32,away,55
Jonnu Smith,2036.027,98.57,23.43,away,55
Jayon Brown,2036.027,86.85,16.99,away,55
Chase Allen,2036.027,89.92,27.51,home,55
Matt Haack,2036.027,101.12,23.02,home,55
Torry McTyer,2036.027,67.7,50.19,home,55
Jerome Baker,2036.027,91.69,27,home,55
Durham Smythe,2036.027,88.44,21.06,home,55
Dane Cruikshank,2036.027,90.28,8.58,away,55
football,2036.027,70.47,25.41,football,55
Rishard Matthews,2036.028,37.02,24.07,away,56
Brandon Bolden,2036.028,90.23,7.25,home,56
Logan Ryan,2036.028,68.93,1.91,away,56
Daren Bates,2036.028,89.29,25.06,away,56
Brynden Trawick,2036.028,91.69,24.74,away,56
Walt Aikens,2036.028,69.21,1.08,home,56
David Fluellen,2036.028,91.82,28.24,away,56
Senorise Perry,2036.028,84.33,22.59,home,56
Stephone Anthony,2036.028,86.76,18.08,home,56
A.J. Derby,2036.028,91.19,23.96,home,56
LeShaun Sims,2036.028,84.23,23.78,away,56
Aaron Wallace,2036.028,85.04,20.42,away,56
Tanner McEvoy,2036.028,94.2,22.33,home,56
Kenneth Durden,2036.028,67.18,49.16,away,56
Jonnu Smith,2036.028,98.13,23.52,away,56
Jayon Brown,2036.028,86.26,16.95,away,56
Chase Allen,2036.028,89.36,27.8,home,56
Matt Haack,2036.028,100.96,23.02,home,56
Torry McTyer,2036.028,66.81,49.99,home,56
Jerome Baker,2036.028,91.03,26.92,home,56
Durham Smythe,2036.028,87.8,21.14,home,56
Dane Cruikshank,2036.028,89.69,8.01,away,56
football,2036.028,68.34,25.49,football,56
Rishard Matthews,2036.029,36.99,24.37,away,57
Brandon Bolden,2036.029,89.58,6.73,home,57
Logan Ryan,2036.029,68.02,2,away,57
Daren Bates,2036.029,88.74,25.2,away,57
Brynden Trawick,2036.029,91.24,24.65,away,57
Walt Aikens,2036.029,68.45,1.3,home,57
David Fluellen,2036.029,91.3,28.2,away,57
Senorise Perry,2036.029,83.59,22.34,home,57
Stephone Anthony,2036.029,86.13,18.15,home,57
A.J. Derby,2036.029,90.64,24.01,home,57
LeShaun Sims,2036.029,83.47,23.56,away,57
Aaron Wallace,2036.029,84.29,20.45,away,57
Tanner McEvoy,2036.029,93.63,22.34,home,57
Kenneth Durden,2036.029,66.3,48.99,away,57
Jonnu Smith,2036.029,97.64,23.6,away,57
Jayon Brown,2036.029,85.65,16.93,away,57
Chase Allen,2036.029,88.79,28.05,home,57
Matt Haack,2036.029,100.78,23.02,home,57
Torry McTyer,2036.029,65.92,49.76,home,57
Jerome Baker,2036.029,90.36,26.85,home,57
Durham Smythe,2036.029,87.15,21.25,home,57
Dane Cruikshank,2036.029,89.09,7.45,away,57
football,2036.029,66.37,25.57,football,57
Rishard Matthews,2036.03,36.96,24.67,away,58
Brandon Bolden,2036.03,88.92,6.23,home,58
Logan Ryan,2036.03,67.12,2.14,away,58
Daren Bates,2036.03,88.16,25.33,away,58
Brynden Trawick,2036.03,90.77,24.55,away,58
Walt Aikens,2036.03,67.72,1.58,home,58
David Fluellen,2036.03,90.74,28.17,away,58
Senorise Perry,2036.03,82.86,22.12,home,58
Stephone Anthony,2036.03,85.48,18.24,home,58
A.J. Derby,2036.03,90.08,24.06,home,58
LeShaun Sims,2036.03,82.7,23.36,away,58
Aaron Wallace,2036.03,83.55,20.47,away,58
Tanner McEvoy,2036.03,93.05,22.34,home,58
Kenneth Durden,2036.03,65.42,48.8,away,58
Jonnu Smith,2036.03,97.12,23.68,away,58
Jayon Brown,2036.03,85.01,16.92,away,58
Chase Allen,2036.03,88.18,28.29,home,58
Matt Haack,2036.03,100.57,23.02,home,58
Torry McTyer,2036.03,65.04,49.53,home,58
Jerome Baker,2036.03,89.65,26.81,home,58
Durham Smythe,2036.03,86.48,21.37,home,58
Dane Cruikshank,2036.03,88.47,6.9,away,58
football,2036.03,64.52,25.63,football,58
Rishard Matthews,2036.031,36.92,24.94,away,59
Brandon Bolden,2036.031,88.26,5.73,home,59
Logan Ryan,2036.031,66.23,2.3,away,59
Daren Bates,2036.031,87.54,25.45,away,59
Brynden Trawick,2036.031,90.27,24.44,away,59
Walt Aikens,2036.031,67.02,1.88,home,59
David Fluellen,2036.031,90.15,28.14,away,59
Senorise Perry,2036.031,82.13,21.96,home,59
Stephone Anthony,2036.031,84.81,18.34,home,59
A.J. Derby,2036.031,89.5,24.12,home,59
LeShaun Sims,2036.031,81.93,23.16,away,59
Aaron Wallace,2036.031,82.79,20.49,away,59
Tanner McEvoy,2036.031,92.44,22.33,home,59
Kenneth Durden,2036.031,64.55,48.6,away,59
Jonnu Smith,2036.031,96.58,23.77,away,59
Jayon Brown,2036.031,84.36,16.92,away,59
Chase Allen,2036.031,87.54,28.49,home,59
Matt Haack,2036.031,100.34,23.03,home,59
Torry McTyer,2036.031,64.15,49.29,home,59
Jerome Baker,2036.031,88.93,26.81,home,59
Durham Smythe,2036.031,85.81,21.51,home,59
Dane Cruikshank,2036.031,87.84,6.36,away,59
football,2036.031,62.76,25.7,football,59
Rishard Matthews,2036.032,36.86,25.19,away,60
Brandon Bolden,2036.032,87.61,5.23,home,60
Logan Ryan,2036.032,65.37,2.5,away,60
Daren Bates,2036.032,86.89,25.55,away,60
Brynden Trawick,2036.032,89.73,24.34,away,60
Walt Aikens,2036.032,66.36,2.24,home,60
David Fluellen,2036.032,89.53,28.12,away,60
Senorise Perry,2036.032,81.41,21.85,home,60
Stephone Anthony,2036.032,84.13,18.45,home,60
A.J. Derby,2036.032,88.92,24.19,home,60
LeShaun Sims,2036.032,81.16,22.99,away,60
Aaron Wallace,2036.032,82.04,20.51,away,60
Tanner McEvoy,2036.032,91.82,22.32,home,60
Kenneth Durden,2036.032,63.69,48.39,away,60
Jonnu Smith,2036.032,96.01,23.85,away,60
Jayon Brown,2036.032,83.68,16.92,away,60
Chase Allen,2036.032,86.86,28.67,home,60
Matt Haack,2036.032,100.08,23.05,home,60
Torry McTyer,2036.032,63.27,49.05,home,60
Jerome Baker,2036.032,88.2,26.82,home,60
Durham Smythe,2036.032,85.13,21.67,home,60
Dane Cruikshank,2036.032,87.2,5.83,away,60
football,2036.032,61.12,25.77,football,60
Rishard Matthews,2036.033,36.77,25.42,away,61
Brandon Bolden,2036.033,86.95,4.72,home,61
Logan Ryan,2036.033,64.53,2.75,away,61
Daren Bates,2036.033,86.22,25.64,away,61
Brynden Trawick,2036.033,89.15,24.25,away,61
Walt Aikens,2036.033,65.72,2.63,home,61
David Fluellen,2036.033,88.88,28.12,away,61
Senorise Perry,2036.033,80.7,21.79,home,61
Stephone Anthony,2036.033,83.42,18.59,home,61
A.J. Derby,2036.033,88.34,24.26,home,61
LeShaun Sims,2036.033,80.39,22.84,away,61
Aaron Wallace,2036.033,81.29,20.53,away,61
Tanner McEvoy,2036.033,91.19,22.31,home,61
Kenneth Durden,2036.033,62.83,48.17,away,61
Jonnu Smith,2036.033,95.41,23.93,away,61
Jayon Brown,2036.033,82.99,16.93,away,61
Chase Allen,2036.033,86.15,28.81,home,61
Matt Haack,2036.033,99.79,23.07,home,61
Torry McTyer,2036.033,62.39,48.79,home,61
Jerome Baker,2036.033,87.45,26.86,home,61
Durham Smythe,2036.033,84.45,21.84,home,61
Dane Cruikshank,2036.033,86.54,5.32,away,61
football,2036.033,59.56,25.84,football,61
Rishard Matthews,2036.034,36.65,25.62,away,62
Brandon Bolden,2036.034,86.3,4.21,home,62
Logan Ryan,2036.034,63.7,3.04,away,62
Daren Bates,2036.034,85.51,25.72,away,62
Brynden Trawick,2036.034,88.54,24.18,away,62
Walt Aikens,2036.034,65.11,3.07,home,62
David Fluellen,2036.034,88.21,28.14,away,62
Senorise Perry,2036.034,80,21.79,home,62
Stephone Anthony,2036.034,82.69,18.73,home,62
A.J. Derby,2036.034,87.76,24.34,home,62
LeShaun Sims,2036.034,79.63,22.71,away,62
Aaron Wallace,2036.034,80.53,20.57,away,62
Tanner McEvoy,2036.034,90.55,22.3,home,62
Kenneth Durden,2036.034,61.97,47.94,away,62
Jonnu Smith,2036.034,94.81,24,away,62
Jayon Brown,2036.034,82.29,16.94,away,62
Chase Allen,2036.034,85.41,28.93,home,62
Matt Haack,2036.034,99.48,23.1,home,62
Torry McTyer,2036.034,61.54,48.55,home,62
Jerome Baker,2036.034,86.67,26.94,home,62
Durham Smythe,2036.034,83.76,22.01,home,62
Dane Cruikshank,2036.034,85.88,4.82,away,62
football,2036.034,58.07,25.92,football,62
Rishard Matthews,2036.035,36.49,25.81,away,63
Brandon Bolden,2036.035,85.65,3.7,home,63
Logan Ryan,2036.035,62.91,3.38,away,63
Daren Bates,2036.035,84.79,25.78,away,63
Brynden Trawick,2036.035,87.92,24.12,away,63
Walt Aikens,2036.035,64.52,3.53,home,63
David Fluellen,2036.035,87.51,28.17,away,63
Senorise Perry,2036.035,79.33,21.84,home,63
Stephone Anthony,2036.035,81.94,18.89,home,63
A.J. Derby,2036.035,87.18,24.42,home,63
LeShaun Sims,2036.035,78.87,22.61,away,63
Aaron Wallace,2036.035,79.77,20.61,away,63
Tanner McEvoy,2036.035,89.89,22.29,home,63
Kenneth Durden,2036.035,61.13,47.7,away,63
Jonnu Smith,2036.035,94.17,24.08,away,63
Jayon Brown,2036.035,81.57,16.96,away,63
Chase Allen,2036.035,84.64,29.02,home,63
Matt Haack,2036.035,99.14,23.12,home,63
Torry McTyer,2036.035,60.68,48.29,home,63
Jerome Baker,2036.035,85.9,27.05,home,63
Durham Smythe,2036.035,83.07,22.18,home,63
Dane Cruikshank,2036.035,85.22,4.35,away,63
football,2036.035,56.62,26.01,football,63
Rishard Matthews,2036.036,36.28,25.99,away,64
Brandon Bolden,2036.036,85.03,3.18,home,64
Logan Ryan,2036.036,62.14,3.78,away,64
Daren Bates,2036.036,84.06,25.81,away,64
Brynden Trawick,2036.036,87.26,24.08,away,64
Walt Aikens,2036.036,63.95,4.03,home,64
David Fluellen,2036.036,86.79,28.21,away,64
Senorise Perry,2036.036,78.69,21.93,home,64
Stephone Anthony,2036.036,81.18,19.05,home,64
A.J. Derby,2036.036,86.59,24.5,home,64
LeShaun Sims,2036.036,78.13,22.55,away,64
Aaron Wallace,2036.036,79.01,20.66,away,64
Tanner McEvoy,2036.036,89.23,22.29,home,64
Kenneth Durden,2036.036,60.29,47.46,away,64
Jonnu Smith,2036.036,93.52,24.17,away,64
Jayon Brown,2036.036,80.83,16.98,away,64
Chase Allen,2036.036,83.86,29.1,home,64
Matt Haack,2036.036,98.79,23.15,home,64
Torry McTyer,2036.036,59.83,48.04,home,64
Jerome Baker,2036.036,85.13,27.19,home,64
Durham Smythe,2036.036,82.37,22.37,home,64
Dane Cruikshank,2036.036,84.56,3.9,away,64
football,2036.036,55.21,26.12,football,64
Rishard Matthews,2036.037,36.04,26.16,away,65
Brandon Bolden,2036.037,84.41,2.68,home,65
Logan Ryan,2036.037,61.41,4.22,away,65
Daren Bates,2036.037,83.3,25.84,away,65
Brynden Trawick,2036.037,86.58,24.05,away,65
Walt Aikens,2036.037,63.38,4.56,home,65
David Fluellen,2036.037,86.05,28.27,away,65
Senorise Perry,2036.037,78.06,22.07,home,65
Stephone Anthony,2036.037,80.41,19.22,home,65
A.J. Derby,2036.037,85.99,24.58,home,65
LeShaun Sims,2036.037,77.4,22.54,away,65
Aaron Wallace,2036.037,78.24,20.72,away,65
Tanner McEvoy,2036.037,88.55,22.31,home,65
Kenneth Durden,2036.037,59.46,47.2,away,65
Jonnu Smith,2036.037,92.85,24.27,away,65
Jayon Brown,2036.037,80.08,17.01,away,65
Chase Allen,2036.037,83.04,29.16,home,65
Matt Haack,2036.037,98.41,23.19,home,65
Torry McTyer,2036.037,58.98,47.79,home,65
Jerome Baker,2036.037,84.35,27.36,home,65
Durham Smythe,2036.037,81.67,22.55,home,65
Dane Cruikshank,2036.037,83.91,3.47,away,65
football,2036.037,53.79,26.24,football,65
Rishard Matthews,2036.038,35.76,26.32,away,66
Brandon Bolden,2036.038,83.8,2.18,home,66
Logan Ryan,2036.038,60.73,4.72,away,66
Daren Bates,2036.038,82.52,25.86,away,66
Brynden Trawick,2036.038,85.88,24.03,away,66
Walt Aikens,2036.038,62.82,5.1,home,66
David Fluellen,2036.038,85.29,28.35,away,66
Senorise Perry,2036.038,77.45,22.24,home,66
Stephone Anthony,2036.038,79.62,19.37,home,66
A.J. Derby,2036.038,85.39,24.65,home,66
LeShaun Sims,2036.038,76.68,22.55,away,66
Aaron Wallace,2036.038,77.47,20.81,away,66
Tanner McEvoy,2036.038,87.85,22.33,home,66
Kenneth Durden,2036.038,58.63,46.94,away,66
Jonnu Smith,2036.038,92.16,24.36,away,66
Jayon Brown,2036.038,79.33,17.04,away,66
Chase Allen,2036.038,82.2,29.2,home,66
Matt Haack,2036.038,98.02,23.22,home,66
Torry McTyer,2036.038,58.15,47.53,home,66
Jerome Baker,2036.038,83.58,27.57,home,66
Durham Smythe,2036.038,80.96,22.74,home,66
Dane Cruikshank,2036.038,83.27,3.07,away,66
football,2036.038,52.37,26.38,football,66
Rishard Matthews,2036.039,35.45,26.49,away,67
Brandon Bolden,2036.039,83.21,1.71,home,67
Logan Ryan,2036.039,60.08,5.25,away,67
Daren Bates,2036.039,81.73,25.88,away,67
Brynden Trawick,2036.039,85.16,24.03,away,67
Walt Aikens,2036.039,62.26,5.66,home,67
David Fluellen,2036.039,84.52,28.43,away,67
Senorise Perry,2036.039,76.86,22.45,home,67
Stephone Anthony,2036.039,78.81,19.53,home,67
A.J. Derby,2036.039,84.77,24.72,home,67
LeShaun Sims,2036.039,75.97,22.61,away,67
Aaron Wallace,2036.039,76.7,20.91,away,67
Tanner McEvoy,2036.039,87.14,22.36,home,67
Kenneth Durden,2036.039,57.81,46.68,away,67
Jonnu Smith,2036.039,91.46,24.47,away,67
Jayon Brown,2036.039,78.55,17.09,away,67
Chase Allen,2036.039,81.35,29.23,home,67
Matt Haack,2036.039,97.62,23.27,home,67
Torry McTyer,2036.039,57.33,47.29,home,67
Jerome Baker,2036.039,82.8,27.8,home,67
Durham Smythe,2036.039,80.26,22.93,home,67
Dane Cruikshank,2036.039,82.65,2.7,away,67
football,2036.039,50.95,26.52,football,67
Rishard Matthews,2036.04,35.11,26.66,away,68
Brandon Bolden,2036.04,82.63,1.25,home,68
Logan Ryan,2036.04,59.47,5.82,away,68
Daren Bates,2036.04,80.94,25.89,away,68
Brynden Trawick,2036.04,84.42,24.03,away,68
Walt Aikens,2036.04,61.69,6.21,home,68
David Fluellen,2036.04,83.74,28.53,away,68
Senorise Perry,2036.04,76.27,22.69,home,68
Stephone Anthony,2036.04,77.99,19.68,home,68
A.J. Derby,2036.04,84.13,24.81,home,68
LeShaun Sims,2036.04,75.3,22.74,away,68
Aaron Wallace,2036.04,75.93,21.02,away,68
Tanner McEvoy,2036.04,86.43,22.39,home,68
Kenneth Durden,2036.04,56.99,46.41,away,68
Jonnu Smith,2036.04,90.75,24.59,away,68
Jayon Brown,2036.04,77.76,17.14,away,68
Chase Allen,2036.04,80.49,29.26,home,68
Matt Haack,2036.04,97.2,23.32,home,68
Torry McTyer,2036.04,56.51,47.04,home,68
Jerome Baker,2036.04,82.02,28.07,home,68
Durham Smythe,2036.04,79.54,23.12,home,68
Dane Cruikshank,2036.04,82.04,2.35,away,68
football,2036.04,49.54,26.66,football,68
Rishard Matthews,2036.041,34.75,26.83,away,69
Brandon Bolden,2036.041,82.06,0.83,home,69
Logan Ryan,2036.041,58.9,6.42,away,69
Daren Bates,2036.041,80.12,25.91,away,69
Brynden Trawick,2036.041,83.68,24.05,away,69
Walt Aikens,2036.041,61.09,6.75,home,69
David Fluellen,2036.041,82.95,28.62,away,69
Senorise Perry,2036.041,75.68,22.95,home,69
Stephone Anthony,2036.041,77.16,19.8,home,69
A.J. Derby,2036.041,83.49,24.91,home,69
LeShaun Sims,2036.041,74.65,22.91,away,69
Aaron Wallace,2036.041,75.15,21.16,away,69
Tanner McEvoy,2036.041,85.71,22.42,home,69
Kenneth Durden,2036.041,56.2,46.15,away,69
Jonnu Smith,2036.041,90.04,24.71,away,69
Jayon Brown,2036.041,76.96,17.2,away,69
Chase Allen,2036.041,79.61,29.3,home,69
Matt Haack,2036.041,96.77,23.37,home,69
Torry McTyer,2036.041,55.7,46.8,home,69
Jerome Baker,2036.041,81.24,28.38,home,69
Durham Smythe,2036.041,78.83,23.32,home,69
Dane Cruikshank,2036.041,81.46,2.03,away,69
football,2036.041,48.12,26.81,football,69
Rishard Matthews,2036.042,34.37,27.01,away,70
Brandon Bolden,2036.042,81.48,0.44,home,70
Logan Ryan,2036.042,58.36,7.04,away,70
Daren Bates,2036.042,79.3,25.93,away,70
Brynden Trawick,2036.042,82.94,24.08,away,70
Walt Aikens,2036.042,60.48,7.26,home,70
David Fluellen,2036.042,82.14,28.74,away,70
Senorise Perry,2036.042,75.11,23.26,home,70
Stephone Anthony,2036.042,76.31,19.91,home,70
A.J. Derby,2036.042,82.83,25.02,home,70
LeShaun Sims,2036.042,74.02,23.12,away,70
Aaron Wallace,2036.042,74.37,21.3,away,70
Tanner McEvoy,2036.042,84.97,22.45,home,70
Kenneth Durden,2036.042,55.4,45.87,away,70
Jonnu Smith,2036.042,89.32,24.83,away,70
Jayon Brown,2036.042,76.16,17.27,away,70
Chase Allen,2036.042,78.73,29.33,home,70
Matt Haack,2036.042,96.33,23.42,home,70
Torry McTyer,2036.042,54.88,46.56,home,70
Jerome Baker,2036.042,80.46,28.71,home,70
Durham Smythe,2036.042,78.11,23.52,home,70
Dane Cruikshank,2036.042,80.88,1.74,away,70
football,2036.042,46.72,26.95,football,70
Rishard Matthews,2036.043,33.97,27.19,away,71
Brandon Bolden,2036.043,80.9,0.09,home,71
Logan Ryan,2036.043,57.85,7.68,away,71
Daren Bates,2036.043,78.47,25.97,away,71
Brynden Trawick,2036.043,82.2,24.13,away,71
Walt Aikens,2036.043,59.87,7.75,home,71
David Fluellen,2036.043,81.32,28.88,away,71
Senorise Perry,2036.043,74.55,23.6,home,71
Stephone Anthony,2036.043,75.46,20,home,71
A.J. Derby,2036.043,82.17,25.15,home,71
LeShaun Sims,2036.043,73.43,23.37,away,71
Aaron Wallace,2036.043,73.59,21.46,away,71
Tanner McEvoy,2036.043,84.22,22.49,home,71
Kenneth Durden,2036.043,54.61,45.59,away,71
Jonnu Smith,2036.043,88.59,24.97,away,71
Jayon Brown,2036.043,75.34,17.34,away,71
Chase Allen,2036.043,77.84,29.37,home,71
Matt Haack,2036.043,95.88,23.49,home,71
Torry McTyer,2036.043,54.06,46.33,home,71
Jerome Baker,2036.043,79.66,29.05,home,71
Durham Smythe,2036.043,77.38,23.72,home,71
Dane Cruikshank,2036.043,80.33,1.47,away,71
football,2036.043,45.31,27.09,football,71
Rishard Matthews,2036.044,33.56,27.37,away,72
Brandon Bolden,2036.044,80.31,-0.2,home,72
Logan Ryan,2036.044,57.37,8.33,away,72
Daren Bates,2036.044,77.63,26.02,away,72
Brynden Trawick,2036.044,81.46,24.19,away,72
Walt Aikens,2036.044,59.24,8.21,home,72
David Fluellen,2036.044,80.5,29.03,away,72
Senorise Perry,2036.044,73.98,23.98,home,72
Stephone Anthony,2036.044,74.6,20.08,home,72
A.J. Derby,2036.044,81.51,25.29,home,72
LeShaun Sims,2036.044,72.86,23.65,away,72
Aaron Wallace,2036.044,72.8,21.62,away,72
Tanner McEvoy,2036.044,83.47,22.52,home,72
Kenneth Durden,2036.044,53.83,45.31,away,72
Jonnu Smith,2036.044,87.85,25.11,away,72
Jayon Brown,2036.044,74.52,17.43,away,72
Chase Allen,2036.044,76.93,29.42,home,72
Matt Haack,2036.044,95.42,23.55,home,72
Torry McTyer,2036.044,53.24,46.1,home,72
Jerome Baker,2036.044,78.87,29.41,home,72
Durham Smythe,2036.044,76.65,23.91,home,72
Dane Cruikshank,2036.044,79.78,1.23,away,72
football,2036.044,43.93,27.24,football,72
Rishard Matthews,2036.045,33.14,27.56,away,73
Brandon Bolden,2036.045,79.7,-0.44,home,73
Logan Ryan,2036.045,56.9,8.97,away,73
Daren Bates,2036.045,76.78,26.08,away,73
Brynden Trawick,2036.045,80.73,24.27,away,73
Walt Aikens,2036.045,58.57,8.63,home,73
David Fluellen,2036.045,79.68,29.19,away,73
Senorise Perry,2036.045,73.4,24.37,home,73
Stephone Anthony,2036.045,73.73,20.14,home,73
A.J. Derby,2036.045,80.85,25.46,home,73
LeShaun Sims,2036.045,72.31,23.97,away,73
Aaron Wallace,2036.045,72.01,21.81,away,73
Tanner McEvoy,2036.045,82.7,22.55,home,73
Kenneth Durden,2036.045,53.04,45.02,away,73
Jonnu Smith,2036.045,87.11,25.26,away,73
Jayon Brown,2036.045,73.68,17.52,away,73
Chase Allen,2036.045,76.03,29.49,home,73
